"";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct"
"alexis";"Astra";40;181,5;0,8;117,1;0,31;28;29;13;5;5;"1";"6";"0.178571428571429";"0.464285714285714";"0.15";"0.166666666666667";"Breach";1213;180,9;0,77;115,9;0,28;820;723;428;48;74;"25";"125";"0.0585365853658537";"0.521951219512195";"0.103050288540808";"0.2";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";350;175,8;0;110,4;0,27;233;231;83;22;23;"10";"52";"0.0944206008583691";"0.356223175965665";"0.148571428571429";"0.192307692307692";"Fade";19;132;0,58;101,3;0,41;7;14;6;1;2;"1";"5";"0.142857142857143";"0.857142857142857";"0.263157894736842";"0.2";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";712;188,8;0,77;121,6;0,28;473;452;347;48;51;"7";"64";"0.101479915433404";"0.733615221987315";"0.0898876404494382";"0.109375";"Killjoy";259;180,3;0;123,4;0,18;159;188;44;14;22;"2";"37";"0.0880503144654088";"0.276729559748428";"0.142857142857143";"0.0540540540540541";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";262;236,9;0,78;143,8;0,28;222;167;58;36;25;"6";"21";"0.162162162162162";"0.261261261261261";"0.0801526717557252";"0.285714285714286";"Raze";87;209,3;0,64;134,5;0,15;64;59;12;9;13;"1";"6";"0.140625";"0.1875";"0.0689655172413793";"0.166666666666667";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";490;187,3;0,74;116;0,31;346;316;157;32;42;"10";"61";"0.092485549132948";"0.453757225433526";"0.124489795918367";"0.163934426229508";"Skye";1813;175,8;0,73;113,8;0,28;1157;1188;506;111;122;"27";"200";"0.0959377700950735";"0.43733794295592";"0.110314396028682";"0.135";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"alyssa";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";124;144,8;0,69;98,6;0,28;67;86;28;6;12;"1";"12";"0.0895522388059701";"0.417910447761194";"0.0967741935483871";"0.0833333333333333";"Brimstone";56;248,3;0,84;160,2;0,25;50;37;26;4;4;"0";"5";"0.08";"0.52";"0.0892857142857143";"0";"Chamber";77;166,8;0,66;108,9;0,25;44;55;7;9;7;"0";"10";"0.204545454545455";"0.159090909090909";"0.12987012987013";"0";"Cypher";50;165,3;0,62;119,5;0,34;28;44;6;2;6;"2";"8";"0.0714285714285714";"0.214285714285714";"0.16";"0.25";"Fade";17;201;0,82;132,2;0,16;14;10;6;0;1;"0";"1";"0";"0.428571428571429";"0.0588235294117647";"0";"Jett";670;238,5;0,7;147,2;0,27;551;465;128;109;91;"11";"81";"0.197822141560799";"0.232304900181488";"0.12089552238806";"0.135802469135802";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";95;238;0,75;161,7;0,28;77;59;19;14;7;"3";"11";"0.181818181818182";"0.246753246753247";"0.115789473684211";"0.272727272727273";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";155;280,4;0,78;180,4;0,25;148;107;39;18;21;"2";"11";"0.121621621621622";"0.263513513513513";"0.0709677419354839";"0.181818181818182";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";339;179,3;0,69;116,7;0,27;215;230;109;26;32;"6";"17";"0.12093023255814";"0.506976744186047";"0.0501474926253687";"0.352941176470588";"Skye";206;200,4;0,8;132,1;0,29;155;128;53;15;15;"2";"11";"0.0967741935483871";"0.341935483870968";"0.0533980582524272";"0.181818181818182";"Sova";87;223,8;0,76;142,4;0,17;66;62;31;7;3;"1";"8";"0.106060606060606";"0.46969696969697";"0.0919540229885057";"0.125";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"aNNja";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";265;222,5;0,77;143,7;0,32;220;166;85;20;12;"8";"43";"0.0909090909090909";"0.386363636363636";"0.162264150943396";"0.186046511627907";"Brimstone";24;216;0,79;140,9;0,49;20;19;4;1;3;"0";"2";"0.05";"0.2";"0.0833333333333333";"0";"Chamber";47;219,5;0,66;137,8;0,23;39;32;8;2;5;"2";"11";"0.0512820512820513";"0.205128205128205";"0.234042553191489";"0.181818181818182";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";73;213,3;0,7;138,7;0,34;56;48;21;6;6;"0";"8";"0.107142857142857";"0.375";"0.10958904109589";"0";"Jett";997;298,8;0,75;182,8;0,27;1055;670;176;225;118;"19";"104";"0.213270142180095";"0.166824644549763";"0.104312938816449";"0.182692307692308";"Kay/O";469;239;0,8;153,7;0,29;384;279;231;42;27;"13";"57";"0.109375";"0.6015625";"0.121535181236674";"0.228070175438596";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";56;301;0,8;195,2;0,27;60;39;10;13;8;"0";"3";"0.216666666666667";"0.166666666666667";"0.0535714285714286";"0";"Omen";22;283;0,77;163,9;0,29;24;15;3;0;2;"1";"8";"0";"0.125";"0.363636363636364";"0.125";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";253;248,7;0,72;167,2;0,26;210;177;51;34;35;"3";"26";"0.161904761904762";"0.242857142857143";"0.102766798418972";"0.115384615384615";"Reyna";69;316;0,71;201,7;0,25;75;52;9;9;7;"0";"7";"0.12";"0.12";"0.101449275362319";"0";"Sage";725;229,1;0,78;146,8;0,3;622;466;205;51;51;"16";"88";"0.0819935691318328";"0.329581993569132";"0.121379310344828";"0.181818181818182";"Skye";62;215,7;0,84;129,4;0,35;49;38;22;3;7;"1";"7";"0.0612244897959184";"0.448979591836735";"0.112903225806452";"0.142857142857143";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Babytz";"Astra";78;223,8;0,69;131,2;0,16;63;60;16;5;5;"1";"11";"0.0793650793650794";"0.253968253968254";"0.141025641025641";"0.0909090909090909";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";578;238,7;0,78;153,5;0,17;501;369;114;95;62;"11";"62";"0.189620758483034";"0.227544910179641";"0.107266435986159";"0.17741935483871";"Cypher";774;236,6;0,77;149,9;0,17;644;476;203;73;59;"11";"59";"0.113354037267081";"0.315217391304348";"0.0762273901808786";"0.186440677966102";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";82;303;0,83;174,5;0,16;93;43;13;13;5;"0";"3";"0.139784946236559";"0.139784946236559";"0.0365853658536585";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";415;232;0,75;148,7;0,15;338;262;82;28;29;"8";"55";"0.0828402366863905";"0.242603550295858";"0.132530120481928";"0.145454545454545";"Neon";192;237,3;0,74;149,7;0,12;160;142;53;27;34;"0";"5";"0.16875";"0.33125";"0.0260416666666667";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";15;179;0,6;114;0,23;9;15;3;2;6;"0";"2";"0.222222222222222";"0.333333333333333";"0.133333333333333";"0";"Sage";566;217,2;0,73;131,3;0,17;416;374;205;37;54;"9";"54";"0.0889423076923077";"0.492788461538462";"0.0954063604240283";"0.166666666666667";"Skye";43;264,5;0,79;139,7;0,15;39;29;13;4;0;"0";"6";"0.102564102564103";"0.333333333333333";"0.13953488372093";"0";"Sova";49;207,7;0,88;128,2;0,1;36;23;29;2;1;"0";"0";"0.0555555555555556";"0.805555555555556";"0";"0";"Viper";47;213,5;0,72;141,6;0,16;34;32;18;4;5;"1";"8";"0.117647058823529";"0.529411764705882";"0.170212765957447";"0.125";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"baesht";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";19;197;0,74;153,5;0,26;12;10;7;0;1;"1";"2";"0";"0.583333333333333";"0.105263157894737";"0.5";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";107;188;0,79;130,4;0,18;74;64;30;6;5;"0";"8";"0.0810810810810811";"0.405405405405405";"0.0747663551401869";"0";"Fade";258;160,4;0,79;101,1;0,19;152;149;115;7;12;"4";"31";"0.0460526315789474";"0.756578947368421";"0.12015503875969";"0.129032258064516";"Jett";15;177;0,67;122,3;0,29;10;10;3;4;1;"0";"0";"0.4";"0.3";"0";"0";"Kay/O";294;158,3;0,79;102,3;0,16;157;179;143;15;27;"4";"16";"0.0955414012738854";"0.910828025477707";"0.054421768707483";"0.25";"Killjoy";241;175,2;0,78;118,6;0,14;156;136;48;11;13;"4";"14";"0.0705128205128205";"0.307692307692308";"0.0580912863070539";"0.285714285714286";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";132;168,5;0,78;105,1;0,21;80;63;53;11;10;"1";"12";"0.1375";"0.6625";"0.0909090909090909";"0.0833333333333333";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";190;178,3;0,8;119,8;0,21;118;100;65;12;13;"2";"18";"0.101694915254237";"0.550847457627119";"0.0947368421052632";"0.111111111111111";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"bENITA";"Astra";167;168,6;0,71;110,9;0,23;93;112;59;20;12;"5";"21";"0.21505376344086";"0.634408602150538";"0.125748502994012";"0.238095238095238";"Breach";416;171,1;0,72;101,6;0,21;245;305;167;31;43;"4";"33";"0.126530612244898";"0.681632653061224";"0.0793269230769231";"0.121212121212121";"Brimstone";660;214,4;0,73;138,1;0,26;482;444;227;67;65;"14";"69";"0.139004149377593";"0.470954356846473";"0.104545454545455";"0.202898550724638";"Chamber";144;186;0,63;130,9;0,19;97;125;18;25;31;"4";"14";"0.257731958762887";"0.185567010309278";"0.0972222222222222";"0.285714285714286";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";22;204;0,68;155,2;0,26;13;17;13;1;2;"0";"3";"0.0769230769230769";"1";"0.136363636363636";"0";"Phoenix";58;246,7;0,72;143,6;0,21;47;47;13;14;7;"1";"1";"0.297872340425532";"0.276595744680851";"0.0172413793103448";"1";"Raze";18;278;0,72;169,8;0,16;18;14;3;5;4;"0";"2";"0.277777777777778";"0.166666666666667";"0.111111111111111";"0";"Reyna";759;269,8;0,71;158;0,23;705;577;140;185;142;"12";"42";"0.26241134751773";"0.198581560283688";"0.0553359683794466";"0.285714285714286";"Sage";140;217,7;0,65;143,2;0,27;103;105;46;11;20;"4";"13";"0.106796116504854";"0.446601941747573";"0.0928571428571429";"0.307692307692308";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";2756;208,9;0,71;139,7;0,25;1908;1971;952;261;265;"57";"313";"0.136792452830189";"0.49895178197065";"0.113570391872279";"0.182108626198083";"Viper";162;198,4;0,71;124,6;0,21;107;107;47;10;22;"7";"26";"0.0934579439252336";"0.439252336448598";"0.160493827160494";"0.269230769230769";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Bob";"Astra";205;183;0,74;112,3;0,21;135;127;63;13;8;"1";"24";"0.0962962962962963";"0.466666666666667";"0.117073170731707";"0.0416666666666667";"Breach";779;179,8;0,74;115;0,23;509;516;323;68;65;"13";"76";"0.133595284872299";"0.634577603143418";"0.0975609756097561";"0.171052631578947";"Brimstone";64;198,3;0,73;126,5;0,25;42;39;20;5;7;"3";"8";"0.119047619047619";"0.476190476190476";"0.125";"0.375";"Chamber";18;279;0,83;187;0,16;17;11;5;2;2;"1";"1";"0.117647058823529";"0.294117647058824";"0.0555555555555556";"1";"Cypher";185;180;0,69;119,4;0,25;115;135;44;19;25;"1";"17";"0.165217391304348";"0.382608695652174";"0.0918918918918919";"0.0588235294117647";"Fade";719;232,1;0,79;150,6;0,3;590;409;297;77;41;"13";"83";"0.130508474576271";"0.503389830508475";"0.115438108484006";"0.156626506024096";"Jett";20;239;0,7;159,3;0,19;15;17;3;5;3;"0";"2";"0.333333333333333";"0.2";"0.1";"0";"Kay/O";308;184,7;0,74;118;0,23;202;213;151;24;21;"8";"40";"0.118811881188119";"0.747524752475248";"0.12987012987013";"0.2";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";126;156,2;0;97,8;0,12;69;84;36;8;9;"1";"15";"0.115942028985507";"0.521739130434783";"0.119047619047619";"0.0666666666666667";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";24;153;0,71;114,1;0,37;13;17;4;2;5;"0";"2";"0.153846153846154";"0.307692307692308";"0.0833333333333333";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";182;221,7;0,77;147,8;0,31;146;106;69;29;11;"3";"13";"0.198630136986301";"0.472602739726027";"0.0714285714285714";"0.230769230769231";"Skye";51;330;0,86;205,3;0,21;57;25;27;5;3;"0";"2";"0.087719298245614";"0.473684210526316";"0.0392156862745098";"0";"Sova";13;221;0,77;148,8;0,23;9;13;3;0;1;"0";"8";"0";"0.333333333333333";"0.615384615384615";"0";"Viper";986;204,8;0,77;125,9;0,21;691;615;350;73;90;"21";"122";"0.105643994211288";"0.506512301013025";"0.123732251521298";"0.172131147540984";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"bstrdd";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";60;258;0,73;160,4;0,31;57;42;9;11;10;"1";"7";"0.192982456140351";"0.157894736842105";"0.116666666666667";"0.142857142857143";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";2517;288,6;0,73;177,9;0,29;2547;1718;436;592;369;"23";"129";"0.232430310168826";"0.171181782489203";"0.0512514898688915";"0.178294573643411";"Kay/O";241;244,1;0,76;149,9;0,27;200;164;102;31;18;"4";"16";"0.155";"0.51";"0.0663900414937759";"0.25";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";53;261,7;0,81;173;0,28;49;43;9;9;4;"1";"5";"0.183673469387755";"0.183673469387755";"0.0943396226415094";"0.2";"Omen";71;216,5;0,72;132,6;0,29;58;62;11;11;10;"2";"16";"0.189655172413793";"0.189655172413793";"0.225352112676056";"0.125";"Phoenix";306;281,9;0,76;167,1;0,29;300;207;89;52;28;"3";"17";"0.173333333333333";"0.296666666666667";"0.0555555555555556";"0.176470588235294";"Raze";862;272;0,74;174,7;0,23;802;590;198;150;99;"8";"40";"0.187032418952618";"0.246882793017456";"0.0464037122969838";"0.2";"Reyna";243;315,2;0,77;185,6;0,33;281;156;53;52;31;"1";"14";"0.185053380782918";"0.188612099644128";"0.0576131687242798";"0.0714285714285714";"Sage";44;187;0,68;111,5;0,25;30;30;12;4;6;"0";"1";"0.133333333333333";"0.4";"0.0227272727272727";"0";"Skye";434;262,7;0,77;165,5;0,3;423;269;114;52;31;"8";"35";"0.122931442080378";"0.269503546099291";"0.0806451612903226";"0.228571428571429";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"conir";"Astra";157;153,1;0,65;98,3;0,2;89;113;37;5;8;"2";"32";"0.0561797752808989";"0.415730337078652";"0.203821656050955";"0.0625";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";50;168;0,64;122,6;0,15;31;36;18;1;4;"1";"5";"0.032258064516129";"0.580645161290323";"0.1";"0.2";"Chamber";398;295,3;0,81;191,4;0,26;421;227;82;87;41;"5";"34";"0.206650831353919";"0.194774346793349";"0.085427135678392";"0.147058823529412";"Cypher";17;253;0,76;166,6;0,26;19;9;4;1;0;"1";"3";"0.0526315789473684";"0.210526315789474";"0.176470588235294";"0.333333333333333";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";130;292,7;0,81;194,8;0,24;133;88;33;26;13;"2";"9";"0.195488721804511";"0.24812030075188";"0.0692307692307692";"0.222222222222222";"Kay/O";34;299,5;0,88;179,4;0,24;39;15;21;8;2;"1";"3";"0.205128205128205";"0.538461538461538";"0.0882352941176471";"0.333333333333333";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";197;258,7;0,88;169,8;0,22;184;117;91;26;17;"1";"14";"0.141304347826087";"0.494565217391304";"0.0710659898477157";"0.0714285714285714";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";198;347,7;0,82;225;0,2;228;113;61;56;24;"4";"9";"0.245614035087719";"0.267543859649123";"0.0454545454545455";"0.444444444444444";"Reyna";277;344,3;0,82;213,5;0,21;331;167;73;48;26;"3";"15";"0.145015105740181";"0.220543806646526";"0.0541516245487365";"0.2";"Sage";13;394;1;232,3;0,22;18;6;7;5;2;"0";"0";"0.277777777777778";"0.388888888888889";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";19;197;0,63;120,2;0,17;12;12;4;1;0;"0";"4";"0.0833333333333333";"0.333333333333333";"0.210526315789474";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"consu";"Astra";385;258,5;0,8;163;0,17;355;225;135;42;23;"1";"40";"0.11830985915493";"0.380281690140845";"0.103896103896104";"0.025";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";89;242,4;0,89;159,3;0,17;73;46;58;7;2;"0";"3";"0.0958904109589041";"0.794520547945205";"0.0337078651685393";"0";"Chamber";28;195;0,54;112,8;0,13;19;22;5;7;9;"1";"2";"0.368421052631579";"0.263157894736842";"0.0714285714285714";"0.5";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";51;224,3;0,86;143,9;0,14;42;25;33;3;2;"0";"1";"0.0714285714285714";"0.785714285714286";"0.0196078431372549";"0";"Killjoy";115;224,2;0,78;149,2;0,14;84;74;33;13;11;"2";"6";"0.154761904761905";"0.392857142857143";"0.0521739130434783";"0.333333333333333";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";219;207,3;0,73;134,8;0,14;156;151;74;22;15;"3";"22";"0.141025641025641";"0.474358974358974";"0.100456621004566";"0.136363636363636";"Phoenix";334;249,1;0,74;163;0,13;284;241;100;46;37;"6";"40";"0.161971830985915";"0.352112676056338";"0.119760479041916";"0.15";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";188;276,9;0,8;163;0,13;180;137;43;36;14;"2";"16";"0.2";"0.238888888888889";"0.0851063829787234";"0.125";"Sage";238;207,2;0,75;125,5;0,14;177;145;87;25;15;"6";"23";"0.141242937853107";"0.491525423728814";"0.0966386554621849";"0.260869565217391";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";343;238,9;0,76;150,5;0,16;281;206;127;30;19;"5";"32";"0.106761565836299";"0.451957295373665";"0.0932944606413994";"0.15625";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
